word,polarity
poşet,0.0
çuval bezi,0.0
eğer,0.0
semer,0.0
emniyet kilidi,0.0
emniyet,0.0
yelken,0.0
yelken bezi,0.0
yelkenli,0.0
yelkenli tekne,0.0
güzellik salonu,0.0
şalvar,0.0
sandalet,0.0
kum torbası,0.0
kum havuzu,0.0
lahit,0.0
sari,0.0
saten,0.0
uydu,0.0
saten,0.0
saplı tencere,0.0
sauna,0.0
kumbara,0.0
testere,0.0
saksofon,0.0
saksafon,0.0
tartı,0.0
neşter,0.0
bisturi,0.0
scanner,0.0
tarayıcı,0.0
korkuluk,0.0
bostan korkuluğu,0.0
eşarp,0.0
kilim,0.0
okul,0.0
mektep,0.0
okul otobüsü,0.0
okul gemisi,0.0
makas,0.0
spatula,0.0
sinek teli,0.0
tel,0.0
ekran,0.0
vida,0.0
tornavida,0.0
heykel,0.0
mühür,0.0
conta,0.0
deniz uçağı,0.0
koltuk,0.0
oturak,0.0
yer,0.0
yazı masası,0.0
bölüm,0.0
kısım,0.0
segment,0.0
alarm,0.0
sedan,0.0
sakinleştirici,0.0
tahterevalli,0.0
sismograf,0.0
depremyazar,0.0
kendinden tahrikli araç,0.0
yarı iletken,0.0
yarıiletken,0.0
sensitometre,-0.545
sunucu,0.0
servis,0.0
kanalizasyon sistemi,0.0
kanalizasyon,0.0
lağım borusu,0.0
kanalizasyon borusu,0.0
dikiş,0.0
dikiş odası,0.0
sekstant,0.0
güneşlik,0.0
gölgelik,0.0
şampuan,0.0
şantuk,0.0
bileği,0.0
çarşaf,0.0
yatak çarşafı,0.0
levha,0.0
plaka,0.0
metal levha,0.0
metal plaka,0.0
raf,0.0
kasa,0.0
sığınak,0.0
barınak,0.0
kılıf,0.0
gemi,0.0
sefine,0.0
gemi enkazı,0.0
tersane,0.0
gemilik,0.0
tezgah,0.0
gömlek,0.0
ayakkabı,0.0
çekecek,0.0
ayakkabı çekeceği,0.0
kerata,0.0
ayakkabı bağı,0.0
ayakkabı bağcığı,0.0
bağcık,0.0
ayakkabıcı,0.0
steyşın araba,0.0
dükkan,0.0
mağaza,0.0
satış noktası,0.0
perakende satış yeri,0.0
alışveriş arabası,0.0
market arabası,0.0
araba,0.0
çifte,0.0
kürek,0.0
duş,0.0
duş perdesi,0.0
banyo perdesi,0.0
duş,0.0
kutsal yer,0.0
kutsal mekan,0.0
orak,0.0
hasta odası,0.0
yan,0.0
taraf,0.0
kaldırım,0.0
elek,0.0
dürbün,0.0
susturucu,0.0
ipek,0.0
silo,0.0
gümüş madalya,0.0
gümüş,0.0
simülatör,0.0
simulatör,0.0
fanila,0.0
atlet,0.0
siren,0.0
eskiz,0.0
şiş,0.0
kayak,0.0
tulum,0.0
etek,0.0
kurukafa,0.0
takke,0.0
gökdelen,0.0
plaka,0.0
levha,0.0
kızak,0.0
uyku tulumu,0.0
kol,0.0
lam,0.0
kaydırak,0.0
fermuar,0.0
slayt makinesi,0.0
slayt makinası,0.0
sapan,0.0
terlik,0.0
yarık,0.0
şalupa,0.0
delik,0.0
otomat,0.0
kayık,0.0
sandal,0.0
tekne,0.0
akıllı bomba,0.0
sis bombası,0.0
sigara odası,0.0
sigara içme odası,0.0
büfe,0.0
kar topu,0.0
kartopu,0.0
kar püskürtme makinesi,0.0
kar püskürtme makinası,0.0
kar püskürtme aracı,0.0
enfiye,0.0
sabun,0.0
futbol topu,0.0
kerpiç ev,0.0
sedir,0.0
kanepe,0.0
hafif uyuşturucu,0.0
güneş pili,0.0
lehim tabancası,0.0
sombrero,0.0
sonar,0.0
ses kaydı,0.0
kaynak,0.0
ışık,0.0
uzay aracı,0.0
maça,0.0
spandeks,0.0
yedek parça,0.0
parça,0.0
buji,0.0
spatula,0.0
spatula,0.0
spatül,0.0
mızrak,0.0
zıpkın,0.0
gözlük,0.0
spektroskop,0.0
prizmalı spektroskop,0.0
hız göstergesi,0.0
sperm bankası,0.0
küre,0.0
sfigmomanometre,0.0
örümcek ağı,0.0
şiş,0.0
kaşık,0.0
spor araba,0.0
spor malzemesi,0.0
spor malzemesi,0.0
spot,0.0
ağız,0.0
tabanca,0.0
gönye,0.0
ahır,0.0
koşum takımı,0.0
stadyum,0.0
stat,0.0
stad,0.0
sahne,0.0
merdiven,0.0
tezgah,0.0
tribün,0.0
zımba,0.0
delgeç,0.0
delecek,0.0
sancak,0.0
uzay gemisi,0.0
istasyon,0.0
heykel,0.0
buhar motoru,0.0
buharlı motor,0.0
buharlı gemi,0.0
buharlı lokomotif,0.0
çelik fabrikası,0.0
kumanda sistemi,0.0
kumanda mekanizması,0.0
direksiyon,0.0
basamak,0.0
merdiven,0.0
stereo sistem,0.0
kıç,0.0
değnek,0.0
sopa,0.0
natürmort,0.0
üzengi,0.0
dikiş,0.0
borsa,0.0
menkul kıymetler borsası,0.0
şal,0.0
taş,0.0
taş duvar,0.0
tabure,0.0
kronometre,0.0
akümlatör,0.0
akü,0.0
depo,0.0
depo,0.0
sandık odası,0.0
ocak,0.0
ocak,0.0
süzgeç,0.0
deli gömleği,0.0
şerit,0.0
askı,0.0
omuz askısı,0.0
cadde,0.0
tramvay,0.0
dizi,0.0
sıra,0.0
yaylı çalgı,0.0
yaylı saz,0.0
şerit,0.0
şerit,0.0
kasa,0.0
yapısal eleman,0.0
yapı,0.0
stüdyo,0.0
çalışma odası,0.0
domuz ağılı,0.0
konu,0.0
denizaltı,0.0
metro durağı,0.0
metro jetonu,0.0
süet,0.0
podosüet,0.0
şeker fabrikası,0.0
takım elbise,0.0
takım,0.0
takım elbiselik kumaş,0.0
toplam,0.0
market,0.0
süpermarket,0.0
destek,0.88
kaide,0.88
ayak,0.88
taban,0.88
duraç,0.88
ayaklık,0.88
hamil,0.88
bindi,0.88
temel,0.0
iskelet,0.0
çatı,0.0
çeper,0.0
cidar,0.0
pansuman,0.0
cerrahi alet,0.0
cerrahi bıçak,0.0
nivo,0.0
süveter,0.0
eşofman,0.0
eşortman,0.0
havuz,0.0
yüzme havuzu,0.0
mayo,0.0
salıncak,0.0
elektrik anahtarı,0.0
anahtar,0.0
sviç,0.0
kılıç,0.0
sinagog,0.0
şırınga,0.0
enjektör,0.0
sistem,0.0
dizge,0.0
manzume,0.0
masa,0.0
masa,0.0
sofra,0.0
masa örtüsü,0.0
yemek bıçağı,0.0
masa lambası,0.0
masa örtüsü,0.0
pinpon masası,0.0
sofra takımı,0.0
yemek takımı,0.0
takometre,0.0
tafta,0.0
pudra,0.0
talk pudrası,0.0
zilli tef,0.0
tank,0.0
depolama tankı,0.0
tank,0.0
maşrapa,0.0
tanker,0.0
şerit,0.0
mezura,0.0
mezuro,0.0
mezro,0.0
teyp,0.0
hedef,0.0
taksimetre,0.0
çay poşeti,0.0
eğitim malzemesi,0.0
çay fincanı,0.0
çaydanlık,0.0
çay takımı,0.0
oyuncak ayı,0.0
iletişim sistemi,0.0
telekomünikasyon sistemi,0.0
telefon,0.0
telefon sistemi,0.0
teleks,0.0
televizyon,0.0
televizyon,0.0
TV,0.0
televizyon alıcısı,0.0
televizyon odası,0.0
tapınak,0.0
tapınak,0.0
tenis topu,0.0
tenis kortu,0.0
gerilim ölçer,0.0
tansiyometre,0.0
gerilimölçer,0.0
çadır,0.0
terminal,0.0
terminal,0.0
deney tüpü,0.0
tekstil makinesi,0.0
tekstil makinası,0.0
tiyatro ışığı,0.0
termometre,0.0
sıcakölçer,0.0
meret,0.0
nesne,0.0
şey,0.0
şey,0.0
bu,0.0
şu,0.0
o,0.0
cadde,0.0
iplik,0.0
üçlü takım,0.0
üç parçalı takım,0.0
üç parçalı elbise,0.0
ağız,0.0
kan sulandırıcı ilaç,0.0
trombolitik ilaç,0.0
taç,0.0
tayt,0.0
fayans,0.0
saatli bomba,0.0
zaman makinesi,0.0
zaman makinası,0.0
saat,0.0
zamanlayıcı,0.0
lastik,0.0
tütün,0.0
tuvalet,0.0
tuvalet,0.0
alafranga tuvalet,0.0
kişisel bakım ürünleri,0.0
jeton,0.0
alet,0.0
alet çantası,0.0
alet kutusu,0.0
kürdan,0.0
üst,0.0
kapak,0.0
üst,0.0
topaç,0.0
işkence odası,0.0
havlu,0.0
kule,0.0
belediye sarayı,0.0
oyuncakçı,0.0
koşum,0.0
koşum kayışı,0.0
ray,0.0
ray,0.0
paletli araç,0.0
traktör,0.0
tren,0.0
katar,0.0
şimendifer,0.0
tren seti,0.0
tramvay,0.0
trambolin,0.0
transformatör,0.0
dönüştürücü,0.0
muhavvile,0.0
transistör,0.0
hat,0.0
ulaşım hattı,0.0
aktarma sistemi,0.0
transmisyon sistemi,0.0
verici,0.0
transponder,0.0
ulaşım sistemi,0.0
tuzak,-0.482
trap,-0.512
hendek,0.0
tripot,0.0
troleybüs hattı,0.0
trombon,0.0
ödül,0.478
pantalon,0.0
pantalon,0.0
pantolon,0.0
mala,0.0
sürgü,0.0
kamyon,0.0
koz,0.508
cop,0.0
tekne,0.0
boru,0.0
tüp,0.0
elektron tüpü,0.0
çekici,0.0
tünik,0.0
tünel,0.0
sarık,0.0
türbin,0.0
hamam,0.0
maşa,0.0
sapak,0.0
balıkçı kazak,0.0
balıkçı yaka kazak,0.0
tüvit,0.0
takım,0.0
hurufat,0.0
matbaa harfi,0.0
dizgi makinesi,0.0
daktilo,0.0
yazı makinesi,0.0
ukulele,0.0
şemsiye,0.0
iç çamaşırı,0.0
alt geçit,0.0
yaya alt geçidi,0.0
iç giyim,0.0
iç çamaşırı,0.0
üniforma,0.0
üniversite,0.0
kampus,0.0
kampüs,0.0
koltuk kumaşı,0.0
üst yüzey,0.0
pisuar,0.0
pisuvar,0.0
ev aleti,0.0
tesisat,0.0
aşı,0.0
elektrikli süpürge,0.0
vana,0.0
valf,0.0
vana,0.0
valf,0.0
vazo,0.0
tonoz,0.0
atlama beygiri,0.0
taşıt,0.0
araç,0.0
velur,0.0
kadife,0.0
jaluzi,0.0
havalandırma,0.0
havalandırma sistemi,0.0
vantilatör,0.0
havalandırma,0.0
Venturi tüpü,0.0
veranda,0.0
düşey yüzey,0.0
gemi,0.0
kap,0.0
yelek,0.0
viyadük,0.0
vibrafon,0.0
vibratör,0.0
villa,0.0
bağ,0.0
üzüm bağı,0.0
viyola,0.0
keman,0.0
viskozite ölçüm cihazı,0.0
voleybol topu,0.0
volta pili,0.0
volta pili,0.0
voltmetre,0.0
oy verme kabini,0.0
oy kabini,0.0
araba tekerleği,0.0
yürüyüş yolu,0.0
baston,0.0
duvar,0.0
duvar,0.0
duvar saati,0.0
cüzdan,0.0
portföy,0.0
priz,0.0
elektrik prizi,0.0
fiş,0.0
gardrop,0.0
gardırop,0.0
takım,0.0
depo,0.0
ambar,0.0
savaş uçağı,0.0
askeri uçak,0.0
savaş gemisi,0.0
lavabo,0.0
çamaşır makinesi,0.0
kağıt sepeti,0.0
çöp sepeti,0.0
gözetleme kulesi,0.0
tuvalet,0.0
WC,0.0
hela,0.0
su yolu,0.0
suyolu,0.0
sıcak su kazanı,0.0
süzgeçli kova,0.0
su değirmeni,0.0
su tabancası,0.0
su kaynağı,0.0
su değirmeni,0.0
yol,0.0
silah,0.0
kitle imha silahı,0.0
silah,0.0
dokuma,0.0
alyans,0.0
nikah yüzüğü,0.0
kama,0.0
ağırlık,0.0
kuyu,0.0
ıvır zıvır,0.0
tekerlek,0.0
teker,0.0
tekerlekli araç,0.0
kırbaç,0.0
düdük,0.0
beyaz eşya,0.0
kerhane,0.0
genelev,0.0
genel ev,0.0
mektep,0.0
umumhane,0.0
peruk,0.0
joker,0.0
çıkrık,0.0
bobin,0.0
üflemeli çalgı,0.0
üflemeli saz,0.0
rüzgar jeneratörü,0.0
pencere,0.0
cam,0.0
stor,0.0
pancur,0.0
silecek,0.0
şarap fıçısı,0.0
kanat,0.0
uçak kanadı,0.0
kulis,0.0
ahşap nefesli,0.0
ahşap nefesli çalgı,0.0
atkı,0.0
yün kumaş,0.0
çalışma,0.0
ürün,0.0
eser,0.0
sonuç,0.0
tezgah,0.0
iş,0.0
işyeri,0.0
atelye,0.0
atölye,0.0
işlik,0.0
iş istasyonu,0.0
paket kağıdı,0.0
çelenk,0.0
yazı masası,0.0
yat,0.0
ağıl,0.0
arsa,0.0
manevra ve bakım alanı,0.0
yaşmak,0.0
yatağan,0.0
verim,0.88
ürün,0.88
boyunduruk,0.0
yoyo,0.0
kanun,0.0
kişisel özellik,0.0
şey,0.0
kişilik,0.0
şahsiyet,0.0
kişilik,0.0
kimlik,0.0
özdeşleştirme,0.0
karakter,0.0
tabiat,0.0
içi,0.0
doğası,0.0
özü,0.0
eğilim,0.0
temayül,0.0
sinirlilik,-0.7
huzursuzluk,-0.964
duygusallık,0.0
duygusuzluk,-0.48
hissizlik,-0.48
soğukluk,-0.964
canlılık,0.88
hayatiyet,0.88
canlılık,0.88
hareketlilik,1.0
dinamizm,0.88
enerji,0.88
atalet,0.75
pasiflik,-0.865
iyi huy,0.883
sabır,0.553
ciddiyet,1.0
ciddilik,1.0
ağırbaşlılık,1.0
ağır başlılık,1.0
vakar,1.0
ciddiyetsizlik,-0.731
sululuk,-0.731
konuşkanlık,0.0
iletişimsizlik,-0.47
suskunluk,0.0
az konuşma,0.0
sosyallik,0.88
samimiyet,0.75
yakınlık,0.75
düşüncelilik,1.0
düşüncesizlik,-0.946
dikkat,0.81
dikkatlilik,0.81
dikkatsizlik,-0.946
özen,1.0
dikkat,1.0
özenlilik,1.0
dikkatlilik,1.0
dikkatsizlik,-0.946
erkeksilik,0.0
kadınsılık,0.0
güvenilirlik,0.88
sorumluluk,1.0
sorumsuzluk,-0.731
gamsızlık,-0.964
tasasızlık,-0.964
kayıtsızlık,-0.964
görünüş,0.0
görünüş,0.0
izlenim,0.0
etki,0.0
perspektif,0.0
biçim,0.0
çehre,0.0
görünüş,0.0
yüz,0.0
surat,0.0
ifade,0.0
yüz ifadesi,0.0
bakış,0.0
surat,0.0
leke,0.0
güzellik,1.0
çekicilik,0.667
cazibe,0.667
karizma,0.508
çekicilik,0.88
cazibe,0.88
alım,0.88
alımlılık,0.88
albeni,0.88
çirkinlik,-0.731
çirkinlik,-0.964
kusur,-0.48
ben,0.0
leke,-0.956
siğil,0.0
kolaylık,1.0
zorluk,-0.731
güçlük,-0.731
sertlik,-0.75
şiddet,-0.75
incelik,0.0
uyumluluk,1.0
uygunluk,1.0
uyum,0.718
ahenk,0.718
mutabakat,0.738
uyum,0.738
denklik,0.738
uygunluk,0.875
uyuşmazlık,-0.731
uygunsuzluk,-0.964
uygunsuz olma,-0.964
nitelik,0.88
vasıf,0.88
özellik,0.88
doğa,0.0
tabiat,0.0
hava,0.0
atmosfer,0.0
hava,0.0
tavır,0.0
kalite,0.88
kalitesizlik,-0.492
ayırd edici özellik,0.0
likidite,0.0
aynılık,0.0
özdeşlik,0.0
ayniyet,0.0
özdeşlik,0.0
ayniyet,0.0
aynılık,0.0
benzerlik,0.0
fark,0.0
farklılık,0.0
ayrım,0.0
ayrım,0.0
fark,0.0
uyumsuzluk,-0.932
uyuşmazlık,-0.932
zıtlık,-0.932
tolerans,0.557
eşitsizlik,-0.932
belirsizlik,-0.522
somutluk,0.0
maddilik,0.0
özellik,0.0
genellik,0.0
düzen,1.0
düzenlilik,1.0
düzenli olma,1.0
düzensizlik,-0.946
mobilite,0.0
dengesizlik,-0.932
iğretilik,-0.932
istikrarsızlık,-0.964
hareketsizlik,-0.47
istikrar,1.0
orijinallik,0.478
özgünlük,0.478
heterodoksluk,0.0
ortodoksluk,0.0
gelenekçilik,0.0
liyakat,0.0
popülarite,0.488
yasallık,0.0
geçerlilik,0.0
yasallık,1.0
yasaya uygunluk,1.0
kanuna uygunluk,1.0
hukuka uygunluk,1.0
meşruiyet,0.0
kanunsuzluk,-0.909
yasadışılık,-0.909
yasadışılık,-0.731
kanunsuzluk,-0.731
zarafet,0.88
ihtişam,0.88
görkem,0.88
haşmet,0.88
doğruluk,0.543
dürüstlük,0.543
dindarlık,0.0
allahsızlık,-0.5
insanlık,1.0
merhamet,1.0
bağışlayıcılık,1.0
merhamet,0.593
acıma,0.593
insaniyetsizlik,-0.731
barbarlık,-0.482
acımasızlık,-0.964
eli açıklık,0.667
cömertlik,0.667
semahat,0.667
mürüvvet,0.667
diğergamlık,0.81
diğergamlık,0.81
cimrilik,-0.946
pintilik,-0.946
nekeslik,-0.946
hisset,-0.946
bencillik,-0.714
bencillik,-0.731
hodbinlik,-0.731
egoizm,-0.731
fırsatçılık,0.0
oportünizm,0.0
enerji,0.88
gayret,0.88
kuvvet,0.88
heves,0.0
kibarlık,0.793
iyilik,0.863
düşünceli olma,1.0
düşüncelilik,1.0
hassasiyet,0.75
duyarsızlık,-0.964
düşüncesizlik,-0.946
patavatsızlık,-0.964
ahlak,1.0
fazilet,0.583
erdem,0.583
iyilik,1.0
adalet,0.0
türe,0.0
haklılık,0.667
ahlaksızlık,-0.946
kötülük,-0.964
haksızlık,-0.482
haksızlık,-0.956
adaletsizlik,-0.956
korkaklık,-0.625
kararlılık,1.0
kararsızlık,-0.946
tereddüt,-0.946
iyi niyet,0.88
iyiniyet,0.88
disiplinlilik,0.582
disiplinli olma,0.582
disiplin,0.582
engellenme,-0.522
tabu,0.0
disiplinsizlik,-0.731
disiplinsiz olma,-0.731
gurur,-0.946
kibir,-0.66
kurum,-0.66
azamet,-0.66
büyüklenme,-0.66
alçakgönüllülük,-0.731
alçak gönüllülük,-0.731
sağduyu,1.0
akıl,1.0
aklıselim,1.0
feraset,0.88
aptallık,-0.731
budalalık,-0.731
akılsızlık,-0.731
saçmalık,-0.917
aptallık,-0.917
ahmaklık,-0.917
anlayış,0.488
kavrayış,0.488
feraset,0.488
izan,0.488
sezgi,0.488
seziş,0.488
güven,1.0
saflık,0.88
güvensizlik,-0.731
temizlik,1.0
pislik,-0.75
davranış,0.0
tavır,0.0
davranış,0.0
hareket,0.0
huy,0.0
uysallık,1.0
kolay yola getirilememe,-0.731
kolay kontrol edilememe,-0.731
inatçılık,-0.731
isyankarlık,-0.714
asilik,-0.714
davranış,0.0
özellik,0.0
yaş,0.0
tarz,0.0
üslup,0.0
yapı,0.0
strüktür,0.0
yapı,0.0
teşkilat,0.0
kıvam,0.0
koyuluk,0.0
görsel özellik,0.0
parlaklık,0.0
pırıltı,0.0
parıltı,0.0
renk,0.0
renksizlik,0.0
ton,0.0
bordo,0.0
lacivert,0.0
koku,0.0
rayiha,0.0
buke,0.0
ıtır,0.0
rayiha,0.0
ses,0.0
ton,0.0
ses,0.0
sessizlik,0.0
ses özelliği,0.0
tiz ses,0.0
soprano,0.0
vücut özelliği,0.0
fizyolojik özellik,0.0
hayatiyet,0.0
canlılık,0.0
cinsiyet,0.0
eşey,0.0
cinslik,0.0
fiziksel özellik,0.0
sıcaklık,0.0
suhunet,0.0
entropi,0.0
düzensizlik,0.0
soğuk,0.0
serinlik,0.0
elastikiyet,0.0
elastiklik,0.0
esneklik,0.0
kütle,0.0
ağırlık,0.0
güç,1.0
kuvvet,1.0
kaba kuvvet,-0.48
kol kuvveti,-0.48
güç,0.88
kuvvet,0.88
dinçlik,0.88
enerji,0.88
kuvvet,0.478
güç,0.478
değerlik,0.478
güç,0.718
kuvvet,0.718
yoğunluk,0.0
yeğinlik,0.0
zayıflık,-0.946
uyuşukluk,-0.778
rehavet,-0.778
zamana ilişkin özellik,0.0
zamanlama,0.0
hız,0.0
hız,0.0
tempo,0.0
uzama ilişkin özellik,0.0
boyutluluk,0.0
biçim,0.0
şekil,0.0
simetri,0.0
bakışım,0.0
asimetri,0.0
bakışımsızlık,0.0
kıvrılma,0.0
bükülme,0.0
mekansal ilişki,0.0
yerleşim,0.0
pozisyon,0.0
yer,0.0
duruş,0.0
bakış açısı,0.0
görüş açısı,0.0
kompozisyon,0.0
konum,0.0
duruş,0.0
pozisyon,0.0
misyoner pozisyonu,0.0
mesafe,0.0
uzaklık,0.0
büyüklük,0.0
boyut,0.0
boyut,0.0
derece,0.0
düzey,0.0
seviye,0.0
boyut,0.0
miktar,0.0
artış,0.81
düşüş,-0.946
azalma,-0.946
maaş artışı,0.508
maaş zammı,0.508
zam,0.508
bolluk,0.488
itidal,0.748
adet,0.0
sayı,0.0
çoğunluk,0.0
ekseriyet,0.0
azınlık,-0.875
kapsam,0.0
sınır,0.0
limit,0.0
alan,0.0
yüzey alanı,0.0
yüzölçümü,0.0
yükseklik,0.0
irtifa,0.0
derinlik,0.0
yükseklik,0.0
değer,0.0
değer,0.0
hüner,0.917
marifet,0.917
hata,-0.946
kusur,-0.946
değersizlik,-0.512
kıymet,0.457
kötülük,-0.512
değer,0.88
eder,0.88
fiyat,0.88
paha,0.88
fayda,1.0
yarar,1.0
işlev,0.738
fonksiyon,0.738
işe yaramazlık,-0.731
kullanışsızlık,-0.731
faydasızlık,-0.731
fizibilite,0.0
artı,-0.731
avantaj,1.0
imtiyaz,0.88
ayrıcalık,0.88
dezavantaj,-0.731
penaltı,-1.0
bedel,0.0
sakınca,-0.48
önem,0.0
ehemmiyet,0.0
önem,0.0
anlam ve önem,0.0
aciliyet,0.0
önemsizlik,0.0
ehemmiyetsizlik,0.0
önemsizlik,0.0
ehemmiyetsizlik,0.0
hak,0.0
insan hakkı,0.0
özel hayatın gizliliği,0.0
yaşama hakkı,0.0
düşünce özgürlüğü,0.88
kanun önünde eşitlik,0.498
yasa önünde eşitlik,0.498
yasalar önünde eşitlik,0.498
medeni hak,0.508
vatandaşlık hakkı,0.508
yurttaşlık hakkı,0.508
din özgürlüğü,0.498
inanç özgürlüğü,0.498
ifade özgürlüğü,0.88
basın özgürlüğü,0.88
toplanma özgürlüğü,0.88
toplantı özgürlüğü,0.88
adil yargılanma hakkı,0.0
fırsat eşitliği,0.88
oy hakkı,0.0
güç,1.0
iktidar,1.0
güç,0.88
ilginçlik,-0.731
nüfuz,0.0
kontrol,0.0
yetki,0.0
salahiyet,0.0
selahiyet,0.0
mezuniyet,0.0
yargı yetkisi,0.0
etkin olma,1.0
etki,1.0
etkinlik,1.0
beceri,1.0
yetenek,1.0
maharet,1.0
kabiliyet,1.0
güçsüzlük,-0.946
aciz,-0.964
çaresizlik,-0.964
sönüklük,0.0
sıkıcılık,0.0
donukluk,0.0
yetersizlik,-0.946
tesirsizlik,-0.964
etkisizlik,-0.964
iyimserlik,0.728
optimizm,0.728
vücut,0.488
vücut,0.0
insan vücudu,0.0
beden,0.0
gövde,0.0
cansız vücut,-0.49
cansız beden,-0.49
ceset,-0.837
naaş,-0.837
mumya,0.0
kadın vücudu,0.0
vücut parçası,0.0
bölge,0.0
septum,0.0
görünen vücut parçası,0.0
anatomik oluşum,0.0
anatomik yapı,0.0
boşluk,0.0
kaburga,0.0
sistem,0.0
vücut örtüsü,0.0
deri,0.0
cilt,0.0
ten,0.0
vücut kanalı,0.0
Bowman Kapsülü,0.0
vücut kanalı,0.0
delik,0.0
açıklık,0.0
kanal,0.0
sinüs,0.0
kıl,0.0
tüy,0.0
bıyık,0.0
favori,0.0
vücut maddesi,0.0
doku,0.0
hayvan dokusu,0.0
kemik,0.0
aşık kemiği,0.0
aşık,0.0
bilek kemiği,0.0
kıkırdak,0.0
elmacık kemiği,0.0
köprücük kemiği,0.0
kuyruk kemiği,0.0
topuk kemiği,0.0
kalça kemiği,0.0
oma,0.0
uzun kemik,0.0
çene kemiği,0.0
çene,0.0
el kemiği,0.0
ayak kemiği,0.0
burun kemiği,0.0
damak kemiği,0.0
dizkapağı,0.0
diz kapağı,0.0
kasık kemiği,0.0
kaburga,0.0
kürek kemiği,0.0
sesamoid kemik,0.0
göğüs kemiği,0.0
iman tahtası,0.0
diş yapısı,0.0
diş düzeni,0.0
diş,0.0
burun kemiği,0.0
üst çene kemiği,0.0
omur,0.0
fıkra,0.0
aksolemma,0.0
baziler zar,0.0
bağ dokusu,0.0
lenf dokusu,0.0
kas,0.0
adale,0.0
kassı organ,0.0
eklem sistemi,0.0
organ,0.0
uzuv,0.0
hayati organ,0.0
efektör,0.0
iç organ,0.0
duyu organı,0.0
kimyasal reseptör,0.0
kemoreseptör,0.0
kimyasal alıcı,0.0
görsel sistem,0.0
görme sistemi,0.0
dil,0.0
ağız,0.0
ağız,0.0
vücut boşluğu,0.0
dişeti,0.0
konuşma organı,0.0
dudak,0.0
sütdişi,0.0
süt dişi,0.0
mine,0.0
taç,0.0
diş kökü,0.0
cenin zarı,0.0
göz,0.0
dide,0.0
hücre zarı,0.0
hücre duvarı,0.0
koroidea,0.0
siliyer cisim,0.0
kaş,0.0
kapsül,0.0
kornea,0.0
diyafram,0.0
kulak zarı,0.0
dura mater,0.0
endosteum,0.0
epandim,0.0
iç zar,0.0
iris,0.0
gözbebeği,0.0
göz bebeği,0.0
mercek,0.0
göz merceği,0.0
kulak,0.0
kulak memesi,0.0
dış kulak,0.0
kulak,0.0
lamel,0.0
lens kapsülü,0.0
koklea,0.0
kulak salyangozu,0.0
meninks,0.0
mukoza zarı,0.0
sümükdoku,0.0
periyost,0.0
peritelyum,0.0
bez,0.0
salgı bezi,0.0
beze,0.0
gudde,0.0
eksokrin bez,0.0
eksokrin salgı bezi,0.0
sindirim sistemi,0.0
prostat,0.0
dalak,0.0
atardamar,0.0
arter,0.0
şiryan,0.0
aort,0.0
kılcal damar,0.0
pankreas,0.0
akciğer,0.0
flap,0.0
mide,0.0
damar yapısı,0.0
vücut kanalı,0.0
vücut sıvısı,0.0
süt,0.0
kan,0.0
serum,0.0
kan serumu,0.0
plazma,0.0
lenf,0.0
mürekkep,0.0
salgı,0.0
ifraz,0.0
gözyaşı,0.0
gözyaşı,0.0
ter,0.0
hormon,0.0
iç salgı,0.0
endokrin,0.0
adrenalin,0.0
insulin,0.0
ensülin,0.0
salya,0.0
tükürük,0.0
tükrük,0.0
damar,0.0
toplardamar,0.0
zar,0.0
membran,0.0
retina,0.0
kas zarı,0.0
sarkolemma,0.0
somatik hücre,0.0
protoplazma,0.0
gen,0.0
kromozom,0.0
X kromozomu,0.0
Y kromozomu,0.0
cinsiyet kromozomu,0.0
yarıgeçirgen zar,0.0
yağ hücresi,0.0
üreme hücresi,0.0
gamet,0.0
sperm,0.0
yumurta,0.0
kas sistemi,0.0
kas ve iskelet sistemi,0.0
sinir sistemi,0.0
sinir sistemi yapısı,0.0
myelin kılıfı,0.0
nöron,0.0
çıkıntı,0.0
merkezi sinir sistemi,0.0
beyin,0.0
dimağ,0.0
hipofiz bezi,0.0
hipofiz,0.0
beyincik,0.0
serebellum,0.0
dimağçe,0.0
serebral korteks,0.0
serebrum,0.0
lob,0.0
ön beyin,0.0
telensefalon,0.0
uç beyin,0.0
uçbeyin,0.0
diensefalon,0.0
talamus,0.0
hipotalamus,0.0
arka beyin,0.0
rombensefalon,0.0
beyin sapı,0.0
omurilik,0.0
murdar ilik,0.0
otonom sinir sistemi,0.0
üreme sistemi,0.0
üriner sistem,0.0
ürojenital sistem,0.0
solunum sistemi,0.0
solunum yolu,0.0
üst solunum yolu,0.0
duyusal sistem,0.0
duyu sistemi,0.0
algı sistemi,0.0
yol,0.0
iletim sistemi,0.0
dolaşım sistemi,0.0
kese,0.0
mesane,0.0
idrar kesesi,0.0
idrar torbası,0.0
sidik kesesi,0.0
sidik torbası,0.0
cinsel organ,0.0
dişi üreme sistemi,0.0
rahim,0.0
am,-0.5
klitoris,0.0
bızır,0.0
penis,0.0
sik,-0.48
yarak,-0.48
yarrak,-0.48
çük,-0.48
solunum organı,0.0
bronş,0.0
sindirim yolu,0.0
bağırsak,0.0
barsak,0.0
ince bağırsak,0.0
incebağırsak,0.0
kalın bağırsak,0.0
kalınbağırsak,0.0
rektum,0.0
anüs,0.0
makat,0.0
baş,0.0
kafa,0.0
ser,0.0
insan kafası,0.0
kafatası,0.0
oksiput,0.0
başın arka kısmı,0.0
hareketli eklem,0.0
çene,0.0
